url_length,query_length,path_depth,num_params,has_special_chars,special_char_ratio,has_encoded_chars,encoded_char_count,has_sql_keywords,sql_keyword_count,has_script_tags,has_common_attack_path,method_encoded,status_code,status_group,response_bytes,is_post,is_login_path,hour_of_day,entropy,ip_req_count_5m,ip_unique_paths_5m,ip_error_rate_5m,ip_login_fail_count_5m,global_rps_1m,event_ts,split_group,label
24,14,1,1,0,0.0,0,0,0,0,0,0,0,304,3,15344,0,0,10,3.4677201004745006,5,5,0.4,0,1.5166666666666666,2026-01-10T10:27:51+0300,2026-01-10T10:00:00+0300,NORMAL
7,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,2517,0,0,10,0.0,6,6,0.3333333333333333,1,1.5166666666666666,2026-01-10T10:27:52+0300,2026-01-10T10:00:00+0300,NORMAL
16,8,1,1,0,0.0,0,0,0,0,0,0,0,200,2,9701,0,0,10,2.75,3,3,0.3333333333333333,0,1.5166666666666666,2026-01-10T10:27:52+0300,2026-01-10T10:00:00+0300,NORMAL
42,31,2,1,1,0.09523809523809523,0,0,0,0,0,0,1,500,5,297,1,0,10,4.3893648586343925,10,6,0.5,0,1.5166666666666666,2026-01-10T10:27:52+0300,2026-01-10T10:00:00+0300,SQLI
4,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,15225,0,0,10,0.0,4,3,0.0,0,1.5166666666666666,2026-01-10T10:27:52+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,22114,0,0,10,0.0,3,3,0.0,0,1.5166666666666666,2026-01-10T10:27:54+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,9518,0,0,10,0.0,5,5,0.2,0,1.5166666666666666,2026-01-10T10:27:55+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,1758,0,0,10,0.0,9,6,0.1111111111111111,0,1.5166666666666666,2026-01-10T10:27:55+0300,2026-01-10T10:00:00+0300,NORMAL
48,34,3,1,1,0.08333333333333333,0,0,1,1,0,0,0,403,4,1268,0,0,10,4.558051076544457,5,4,0.6,0,1.5166666666666666,2026-01-10T10:27:56+0300,2026-01-10T10:00:00+0300,SQLI
6,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,4005,0,0,10,0.0,5,5,0.0,0,1.5166666666666666,2026-01-10T10:27:56+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,2,0,0,0.0,0,0,0,0,0,0,1,302,3,7199,1,1,10,0.0,8,7,0.0,0,1.5166666666666666,2026-01-10T10:27:57+0300,2026-01-10T10:00:00+0300,NORMAL
62,51,2,1,1,0.06451612903225806,0,0,1,3,0,0,0,500,5,812,0,0,10,4.892534410386844,10,7,0.2,0,1.5166666666666666,2026-01-10T10:27:57+0300,2026-01-10T10:00:00+0300,SQLI
42,31,2,1,1,0.09523809523809523,0,0,0,0,0,0,0,400,4,908,0,0,10,4.3893648586343925,2,1,1.0,0,1.5166666666666666,2026-01-10T10:27:59+0300,2026-01-10T10:00:00+0300,SQLI
7,0,1,0,0,0.0,0,0,0,0,0,0,1,401,4,8435,1,1,10,0.0,5,5,0.2,1,1.8,2026-01-10T10:28:00+0300,2026-01-10T10:00:00+0300,NORMAL
30,20,1,1,0,0.0,0,0,0,0,0,0,0,200,2,8578,0,0,10,3.546439344671015,7,4,0.2857142857142857,0,1.8,2026-01-10T10:28:01+0300,2026-01-10T10:00:00+0300,NORMAL
20,8,2,1,0,0.0,0,0,0,0,0,0,0,200,2,7135,0,0,10,2.75,5,4,0.0,0,1.8,2026-01-10T10:28:01+0300,2026-01-10T10:00:00+0300,NORMAL
26,18,1,1,1,0.07692307692307693,0,0,1,1,0,0,1,500,5,278,1,0,10,3.5724312513221195,8,6,0.5,0,1.8,2026-01-10T10:28:02+0300,2026-01-10T10:00:00+0300,SQLI
31,19,1,1,1,0.06451612903225806,0,0,1,1,0,0,1,403,4,176,1,0,10,3.9321380397593737,10,6,0.5,0,1.8,2026-01-10T10:28:04+0300,2026-01-10T10:00:00+0300,SQLI
12,0,1,0,0,0.0,0,0,0,0,0,0,4,304,3,9137,0,0,10,0.0,2,2,0.0,0,1.8,2026-01-10T10:28:06+0300,2026-01-10T10:00:00+0300,NORMAL
10,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,9505,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:06+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,10240,0,0,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:07+0300,2026-01-10T10:00:00+0300,NORMAL
67,56,2,1,1,0.05970149253731343,1,6,1,3,0,0,1,403,4,417,1,0,10,4.762188403968663,8,5,0.375,0,1.8,2026-01-10T10:28:07+0300,2026-01-10T10:00:00+0300,SQLI
28,17,2,2,0,0.0,0,0,1,1,0,0,0,304,3,19060,0,0,10,3.6168746059562227,2,2,0.0,0,1.8,2026-01-10T10:28:10+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,1,302,3,6688,1,0,10,0.0,6,6,0.3333333333333333,1,1.8,2026-01-10T10:28:10+0300,2026-01-10T10:00:00+0300,NORMAL
24,14,1,1,0,0.0,0,0,0,0,0,0,0,404,4,16456,0,0,10,3.4677201004745006,7,7,0.14285714285714285,0,1.8,2026-01-10T10:28:10+0300,2026-01-10T10:00:00+0300,NORMAL
20,8,2,1,0,0.0,0,0,0,0,0,0,0,200,2,16087,0,0,10,2.75,4,3,0.0,0,1.8,2026-01-10T10:28:10+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,4,200,2,24147,0,0,10,0.0,10,6,0.3,0,1.8,2026-01-10T10:28:11+0300,2026-01-10T10:00:00+0300,NORMAL
145,137,2,1,1,0.006896551724137931,0,0,1,8,0,0,1,200,2,1194,1,0,10,5.151039011891821,2,2,0.5,0,1.8,2026-01-10T10:28:11+0300,2026-01-10T10:00:00+0300,SQLI
17,6,2,1,0,0.0,0,0,0,0,0,0,0,404,4,6185,0,0,10,2.584962500721156,10,6,0.3,0,1.8,2026-01-10T10:28:12+0300,2026-01-10T10:00:00+0300,NORMAL
4,0,1,0,0,0.0,0,0,0,0,0,0,0,500,5,18168,0,0,10,0.0,4,4,0.25,0,1.8,2026-01-10T10:28:12+0300,2026-01-10T10:00:00+0300,NORMAL
1,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,8967,0,0,10,0.0,8,7,0.0,0,1.8,2026-01-10T10:28:12+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,6415,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:13+0300,2026-01-10T10:00:00+0300,NORMAL
26,15,2,2,0,0.0,0,0,1,1,0,0,0,200,2,3997,0,0,10,3.5068905956085183,3,3,0.0,0,1.8,2026-01-10T10:28:13+0300,2026-01-10T10:00:00+0300,NORMAL
19,11,1,1,1,0.05263157894736842,1,1,0,0,0,0,1,200,2,2884,1,0,10,3.277613436819116,8,7,0.0,0,1.8,2026-01-10T10:28:14+0300,2026-01-10T10:00:00+0300,NORMAL
27,16,2,2,0,0.0,0,0,1,1,0,0,0,200,2,17032,0,0,10,3.75,3,2,0.0,0,1.8,2026-01-10T10:28:14+0300,2026-01-10T10:00:00+0300,NORMAL
31,19,1,1,1,0.06451612903225806,0,0,1,1,0,0,1,500,5,1685,1,0,10,3.9321380397593737,7,4,0.2857142857142857,0,1.8,2026-01-10T10:28:14+0300,2026-01-10T10:00:00+0300,SQLI
10,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,10930,0,0,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:15+0300,2026-01-10T10:00:00+0300,NORMAL
25,0,2,0,0,0.0,0,0,0,0,0,0,0,404,4,12289,0,0,10,0.0,5,5,0.4,0,1.8,2026-01-10T10:28:15+0300,2026-01-10T10:00:00+0300,NORMAL
1,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,17351,0,0,10,0.0,6,6,0.16666666666666666,0,1.8,2026-01-10T10:28:15+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,8789,0,0,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:15+0300,2026-01-10T10:00:00+0300,NORMAL
6,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,935,0,1,10,0.0,8,7,0.0,0,1.8,2026-01-10T10:28:15+0300,2026-01-10T10:00:00+0300,NORMAL
57,47,1,1,1,0.03508771929824561,0,0,1,4,0,0,1,200,2,272,1,0,10,4.307159266931027,8,6,0.375,0,1.8,2026-01-10T10:28:17+0300,2026-01-10T10:00:00+0300,SQLI
11,0,1,0,0,0.0,0,0,0,0,0,0,0,404,4,17330,0,0,10,0.0,5,5,0.2,0,1.8,2026-01-10T10:28:17+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,4294,0,0,10,0.0,5,4,0.0,0,1.8,2026-01-10T10:28:17+0300,2026-01-10T10:00:00+0300,NORMAL
14,0,3,0,0,0.0,0,0,0,0,0,0,0,200,2,1979,0,0,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:17+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,6715,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:19+0300,2026-01-10T10:00:00+0300,NORMAL
145,137,2,1,1,0.006896551724137931,0,0,1,8,0,0,0,400,4,1798,0,0,10,5.151039011891821,5,5,0.2,0,1.8,2026-01-10T10:28:20+0300,2026-01-10T10:00:00+0300,SQLI
28,0,3,0,0,0.0,0,0,0,0,0,0,0,200,2,6936,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:20+0300,2026-01-10T10:00:00+0300,NORMAL
10,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,8173,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:21+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,1,200,2,5022,1,0,10,0.0,2,2,0.0,0,1.8,2026-01-10T10:28:21+0300,2026-01-10T10:00:00+0300,NORMAL
26,15,2,2,0,0.0,0,0,1,1,0,0,0,200,2,2868,0,0,10,3.5068905956085183,6,5,0.0,0,1.8,2026-01-10T10:28:22+0300,2026-01-10T10:00:00+0300,NORMAL
64,54,1,1,1,0.046875,0,0,1,3,0,0,0,500,5,852,0,0,10,4.921192131632843,2,1,1.0,0,1.8,2026-01-10T10:28:22+0300,2026-01-10T10:00:00+0300,SQLI
34,24,1,1,1,0.058823529411764705,0,0,1,1,0,0,1,400,4,1627,1,0,10,4.220175521464346,10,6,0.5,0,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,SQLI
15,7,1,1,0,0.0,0,0,0,0,0,0,1,200,2,2899,1,0,10,2.807354922057604,5,5,0.2,0,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,1,403,4,1049,1,1,10,0.0,6,6,0.3333333333333333,1,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,NORMAL
13,0,3,0,0,0.0,0,0,0,0,0,0,0,200,2,5586,0,0,10,0.0,8,7,0.0,0,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,NORMAL
26,15,2,2,0,0.0,0,0,1,1,0,0,0,200,2,10862,0,0,10,3.5068905956085183,8,7,0.0,0,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,NORMAL
6,0,1,0,0,0.0,0,0,0,0,0,1,0,200,2,6146,0,1,10,0.0,1,1,0.0,0,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,20278,0,0,10,0.0,4,4,0.25,0,1.8,2026-01-10T10:28:23+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,474,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:24+0300,2026-01-10T10:00:00+0300,NORMAL
39,29,1,1,1,0.10256410256410256,1,7,0,0,0,0,0,400,4,619,0,0,10,3.136734548200206,3,1,0.3333333333333333,0,1.8,2026-01-10T10:28:24+0300,2026-01-10T10:00:00+0300,SQLI
6,0,1,0,0,0.0,0,0,0,0,0,1,1,401,4,2063,1,1,10,0.0,6,6,0.3333333333333333,2,1.8,2026-01-10T10:28:25+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,2882,0,1,10,0.0,11,7,0.36363636363636365,0,1.8,2026-01-10T10:28:26+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,3885,0,0,10,0.0,3,3,0.3333333333333333,1,1.8,2026-01-10T10:28:26+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,9328,0,0,10,0.0,7,4,0.2857142857142857,0,1.8,2026-01-10T10:28:27+0300,2026-01-10T10:00:00+0300,NORMAL
20,8,2,1,0,0.0,0,0,0,0,0,0,0,301,3,21577,0,0,10,2.75,4,4,0.25,0,1.8,2026-01-10T10:28:27+0300,2026-01-10T10:00:00+0300,NORMAL
14,0,3,0,0,0.0,0,0,0,0,0,0,0,200,2,25845,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:28+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,0,404,4,2983,0,0,10,0.0,3,3,0.3333333333333333,0,1.8,2026-01-10T10:28:28+0300,2026-01-10T10:00:00+0300,NORMAL
27,16,2,2,0,0.0,0,0,1,1,0,0,0,200,2,26229,0,0,10,3.625,4,3,0.0,0,1.8,2026-01-10T10:28:28+0300,2026-01-10T10:00:00+0300,NORMAL
15,7,1,1,0,0.0,0,0,0,0,0,0,0,200,2,616,0,0,10,2.807354922057604,5,5,0.0,0,1.8,2026-01-10T10:28:28+0300,2026-01-10T10:00:00+0300,NORMAL
57,47,1,1,1,0.03508771929824561,0,0,1,4,0,0,1,500,5,969,1,0,10,4.307159266931027,4,2,0.75,0,1.8,2026-01-10T10:28:28+0300,2026-01-10T10:00:00+0300,SQLI
12,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,17718,0,0,10,0.0,1,1,0.0,0,1.8,2026-01-10T10:28:28+0300,2026-01-10T10:00:00+0300,NORMAL
10,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,7938,0,0,10,0.0,8,6,0.375,0,1.8,2026-01-10T10:28:30+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,17796,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:31+0300,2026-01-10T10:00:00+0300,NORMAL
57,47,1,1,1,0.03508771929824561,0,0,1,4,0,0,0,500,5,1592,0,0,10,4.307159266931027,2,2,0.5,0,1.8,2026-01-10T10:28:32+0300,2026-01-10T10:00:00+0300,SQLI
14,0,1,0,0,0.0,0,0,0,0,0,1,0,301,3,274,0,0,10,0.0,6,6,0.0,0,1.8,2026-01-10T10:28:32+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,1331,0,0,10,0.0,9,6,0.1111111111111111,0,1.8,2026-01-10T10:28:33+0300,2026-01-10T10:00:00+0300,NORMAL
16,0,2,0,0,0.0,0,0,0,0,0,0,0,304,3,501,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:34+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,22580,0,0,10,0.0,9,6,0.1111111111111111,0,1.8,2026-01-10T10:28:35+0300,2026-01-10T10:00:00+0300,NORMAL
25,15,1,1,1,0.16,0,0,0,0,0,0,1,500,5,1268,1,0,10,2.789898095464287,4,3,1.0,0,1.8,2026-01-10T10:28:36+0300,2026-01-10T10:00:00+0300,SQLI
6,0,1,0,0,0.0,0,0,0,0,0,1,0,200,2,1663,0,1,10,0.0,9,6,0.1111111111111111,0,1.8,2026-01-10T10:28:36+0300,2026-01-10T10:00:00+0300,NORMAL
6,0,1,0,0,0.0,0,0,0,0,0,1,0,404,4,6184,0,1,10,0.0,9,6,0.1111111111111111,0,1.8,2026-01-10T10:28:36+0300,2026-01-10T10:00:00+0300,NORMAL
25,15,1,1,1,0.16,0,0,0,0,0,0,1,400,4,953,1,0,10,2.789898095464287,8,6,0.375,0,1.8,2026-01-10T10:28:39+0300,2026-01-10T10:00:00+0300,SQLI
6,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,18107,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:39+0300,2026-01-10T10:00:00+0300,NORMAL
10,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,5747,0,0,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:40+0300,2026-01-10T10:00:00+0300,NORMAL
14,0,2,0,0,0.0,0,0,0,0,0,1,0,200,2,2847,0,0,10,0.0,4,4,0.0,0,1.8,2026-01-10T10:28:40+0300,2026-01-10T10:00:00+0300,NORMAL
19,11,1,1,1,0.05263157894736842,1,1,0,0,0,0,0,200,2,11055,0,0,10,3.277613436819116,1,1,0.0,0,1.8,2026-01-10T10:28:40+0300,2026-01-10T10:00:00+0300,NORMAL
28,17,2,2,0,0.0,0,0,1,1,0,0,0,200,2,16847,0,0,10,3.734521664779752,7,4,0.2857142857142857,0,1.8,2026-01-10T10:28:41+0300,2026-01-10T10:00:00+0300,NORMAL
6,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,15447,0,0,10,0.0,4,4,0.0,0,1.8,2026-01-10T10:28:42+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,301,3,10597,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:42+0300,2026-01-10T10:00:00+0300,NORMAL
57,47,1,1,1,0.03508771929824561,0,0,1,4,0,0,1,400,4,1496,1,0,10,4.307159266931027,4,3,1.0,0,1.8,2026-01-10T10:28:42+0300,2026-01-10T10:00:00+0300,SQLI
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,3500,0,0,10,0.0,1,1,0.0,0,1.8,2026-01-10T10:28:43+0300,2026-01-10T10:00:00+0300,NORMAL
68,58,1,1,1,0.014705882352941176,0,0,1,2,0,0,0,500,5,438,0,0,10,4.707034658883376,7,4,0.2857142857142857,0,1.8,2026-01-10T10:28:43+0300,2026-01-10T10:00:00+0300,SQLI
12,0,2,0,0,0.0,0,0,0,0,0,1,0,200,2,4717,0,1,10,0.0,6,5,0.0,0,1.8,2026-01-10T10:28:44+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,0,301,3,22358,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:45+0300,2026-01-10T10:00:00+0300,NORMAL
73,62,2,1,1,0.0273972602739726,0,0,1,2,0,0,0,400,4,134,0,0,10,4.898939504496221,3,3,1.0,0,1.8,2026-01-10T10:28:45+0300,2026-01-10T10:00:00+0300,SQLI
1,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,24238,0,0,10,0.0,5,4,0.2,0,1.8,2026-01-10T10:28:46+0300,2026-01-10T10:00:00+0300,NORMAL
22,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,13114,0,0,10,0.0,6,6,0.16666666666666666,0,1.8,2026-01-10T10:28:47+0300,2026-01-10T10:00:00+0300,NORMAL
67,56,2,1,1,0.05970149253731343,1,6,1,3,0,0,0,500,5,641,0,0,10,4.762188403968663,3,2,1.0,0,1.8,2026-01-10T10:28:48+0300,2026-01-10T10:00:00+0300,SQLI
1,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,20477,0,0,10,0.0,8,6,0.375,0,1.8,2026-01-10T10:28:48+0300,2026-01-10T10:00:00+0300,NORMAL
26,15,2,2,0,0.0,0,0,1,1,0,0,0,200,2,9260,0,0,10,3.5068905956085183,4,3,0.0,0,1.8,2026-01-10T10:28:49+0300,2026-01-10T10:00:00+0300,NORMAL
42,31,2,1,1,0.09523809523809523,0,0,0,0,0,0,0,403,4,851,0,0,10,4.3893648586343925,1,1,1.0,0,1.8,2026-01-10T10:28:49+0300,2026-01-10T10:00:00+0300,SQLI
14,0,2,0,0,0.0,0,0,0,0,0,0,1,302,3,6725,1,1,10,0.0,10,6,0.5,0,1.8,2026-01-10T10:28:50+0300,2026-01-10T10:00:00+0300,NORMAL
10,0,2,0,0,0.0,0,0,0,0,0,0,0,404,4,9611,0,0,10,0.0,2,2,0.5,0,1.8,2026-01-10T10:28:51+0300,2026-01-10T10:00:00+0300,NORMAL
34,24,1,1,1,0.058823529411764705,0,0,1,1,0,0,1,500,5,1469,1,0,10,4.220175521464346,8,6,0.5,0,1.8,2026-01-10T10:28:51+0300,2026-01-10T10:00:00+0300,SQLI
19,11,1,1,1,0.05263157894736842,1,1,0,0,0,0,1,200,2,11140,1,0,10,3.277613436819116,6,6,0.3333333333333333,2,1.8,2026-01-10T10:28:52+0300,2026-01-10T10:00:00+0300,NORMAL
12,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,12011,0,0,10,0.0,9,6,0.1111111111111111,0,1.8,2026-01-10T10:28:52+0300,2026-01-10T10:00:00+0300,NORMAL
26,15,2,2,0,0.0,0,0,1,1,0,0,0,200,2,7748,0,0,10,3.5068905956085183,8,7,0.0,0,1.8,2026-01-10T10:28:53+0300,2026-01-10T10:00:00+0300,NORMAL
7,0,1,0,0,0.0,0,0,0,0,0,0,1,200,2,2565,1,1,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:53+0300,2026-01-10T10:00:00+0300,NORMAL
24,14,1,1,0,0.0,0,0,0,0,0,0,0,200,2,11379,0,0,10,3.4677201004745006,5,4,0.0,0,1.8,2026-01-10T10:28:55+0300,2026-01-10T10:00:00+0300,NORMAL
27,16,2,2,0,0.0,0,0,1,1,0,0,0,200,2,3564,0,0,10,3.75,2,2,0.0,0,1.8,2026-01-10T10:28:55+0300,2026-01-10T10:00:00+0300,NORMAL
25,17,1,1,1,0.08,0,0,1,1,0,0,0,403,4,696,0,0,10,3.4548223999466066,3,3,1.0,0,1.8,2026-01-10T10:28:55+0300,2026-01-10T10:00:00+0300,SQLI
16,8,1,1,0,0.0,0,0,0,0,0,0,0,200,2,17284,0,0,10,2.75,2,2,0.0,0,1.8,2026-01-10T10:28:57+0300,2026-01-10T10:00:00+0300,NORMAL
11,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,10593,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:57+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,5163,0,0,10,0.0,5,5,0.0,0,1.8,2026-01-10T10:28:57+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,22194,0,0,10,0.0,4,3,0.0,0,1.8,2026-01-10T10:28:58+0300,2026-01-10T10:00:00+0300,NORMAL
1,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,6655,0,0,10,0.0,4,4,0.0,0,1.8,2026-01-10T10:28:58+0300,2026-01-10T10:00:00+0300,NORMAL
1,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,12924,0,0,10,0.0,2,2,0.0,0,1.8,2026-01-10T10:28:58+0300,2026-01-10T10:00:00+0300,NORMAL
26,15,2,2,0,0.0,0,0,1,1,0,0,0,200,2,772,0,0,10,3.5068905956085183,5,5,0.4,0,1.8,2026-01-10T10:28:58+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,20021,0,0,10,0.0,2,2,0.0,0,1.8,2026-01-10T10:28:58+0300,2026-01-10T10:00:00+0300,NORMAL
8,0,1,0,0,0.0,0,0,0,0,0,0,0,301,3,18464,0,0,10,0.0,3,3,0.0,0,1.8,2026-01-10T10:28:58+0300,2026-01-10T10:00:00+0300,NORMAL
20,8,2,1,0,0.0,0,0,0,0,0,0,0,200,2,3048,0,0,10,2.75,3,3,0.3333333333333333,0,1.35,2026-01-10T10:29:00+0300,2026-01-10T10:00:00+0300,NORMAL
145,137,2,1,1,0.006896551724137931,0,0,1,8,0,0,1,200,2,1566,1,0,10,5.151039011891821,7,5,0.42857142857142855,0,1.35,2026-01-10T10:29:00+0300,2026-01-10T10:00:00+0300,SQLI
34,24,1,1,1,0.058823529411764705,0,0,1,1,0,0,0,200,2,1351,0,0,10,4.220175521464346,3,1,0.3333333333333333,0,1.35,2026-01-10T10:29:01+0300,2026-01-10T10:00:00+0300,SQLI
22,0,2,0,0,0.0,0,0,0,0,0,0,0,200,2,6216,0,0,10,0.0,2,2,0.5,0,1.35,2026-01-10T10:29:02+0300,2026-01-10T10:00:00+0300,NORMAL
64,54,1,1,1,0.046875,0,0,1,3,0,0,1,400,4,883,1,0,10,4.921192131632843,5,3,0.8,0,1.35,2026-01-10T10:29:03+0300,2026-01-10T10:00:00+0300,SQLI
9,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,4896,0,0,10,0.0,5,5,0.0,0,1.35,2026-01-10T10:29:05+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,1,0,200,2,8285,0,1,10,0.0,5,4,0.0,0,1.35,2026-01-10T10:29:05+0300,2026-01-10T10:00:00+0300,NORMAL
62,51,2,1,1,0.06451612903225806,0,0,1,3,0,0,1,200,2,1592,1,0,10,4.892534410386844,7,5,0.42857142857142855,0,1.35,2026-01-10T10:29:05+0300,2026-01-10T10:00:00+0300,SQLI
13,0,1,0,0,0.0,0,0,0,0,0,1,0,200,2,712,0,1,10,0.0,5,5,0.2,1,1.35,2026-01-10T10:29:05+0300,2026-01-10T10:00:00+0300,NORMAL
19,11,1,1,1,0.05263157894736842,1,1,0,0,0,0,0,200,2,4626,0,0,10,3.277613436819116,5,4,0.0,0,1.35,2026-01-10T10:29:07+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,1,1,200,2,8537,1,1,10,0.0,4,4,0.0,0,1.35,2026-01-10T10:29:07+0300,2026-01-10T10:00:00+0300,NORMAL
5,0,1,0,0,0.0,0,0,0,0,0,0,0,200,2,16060,0,0,10,0.0,5,4,0.0,0,1.35,2026-01-10T10:29:07+0300,2026-01-10T10:00:00+0300,NORMAL
9,0,1,0,0,0.0,0,0,0,0,0,1,1,302,3,7882,1,1,10,0.0,2,2,0.5,0,1.35,2026-01-10T10:29:08+0300,2026-01-10T10:00:00+0300,NORMAL
64,54,1,1,1,0.046875,0,0,1,3,0,0,0,200,2,1671,0,0,10,4.921192131632843,5,3,0.8,0,1.35,2026-01-10T10:29:08+0300,2026-01-10T10:00:00+0300,SQLI
1,0,1,0,0,0.0,0,0,0,0,0,0,4,404,4,20336,0,0,10,0.0,4,4,0.25,0,1.35,2026-01-10T10:29:10+0300,2026-01-10T10:00:00+0300,NORMAL
44,33,2,1,1,0.045454545454545456,0,0,1,2,0,0,1,500,5,1095,1,0,10,4.0407754684868245,2,2,1.0,0,1.35,2026-01-10T10:29:10+0300,2026-01-10T10:00:00+0300,SQLI
